risk_event_id,shipment_id,warehouse_id,supplier_id,product_id,event_date,risk_category,risk_type,severity,impact_area,estimated_loss,status,root_cause,resolution_action,resolved_date
RSK000835,SHP002694,5,322,30,24-09-2025,Supplier,Supplier Capacity Issue,Medium,Shipment,18113,Resolved,Poor demand forecasting,Expedited shipment,08-10-2025
RSK000836,SHP006610,1,285,2905,22-07-2025,Weather,Cyclone,Medium,Warehouse,13095,Mitigated,Customs clearance delay,Expedited shipment,30-07-2025
RSK000837,SHP005828,10,169,4231,27-04-2025,Warehouse,Fire Alarm,Medium,Supplier,12502,Resolved,Warehouse power outage,Additional quality inspection,11-05-2025
RSK000838,SHP008731,16,335,2805,12-04-2025,Warehouse,Storage Capacity Full,Low,Supplier,3536,Resolved,Poor demand forecasting,Assigned alternate supplier,18-04-2025
RSK000839,SHP001752,3,47,1169,15-03-2025,Logistics,Shipment Delay,Low,Supplier,2655,Resolved,Poor demand forecasting,Assigned alternate supplier,26-03-2025
RSK000840,SHP013040,8,313,1130,21-03-2025,Warehouse,Power Failure,Low,Inventory,1983,Resolved,Warehouse power outage,Increased safety stock,04-04-2025
RSK000841,SHP004812,19,374,3637,11-01-2025,Weather,Cyclone,Low,Warehouse,855,Mitigated,Poor demand forecasting,Route optimized,16-01-2025
RSK000842,SHP000320,11,9,4013,24-04-2025,Inventory,Stockout,High,Customer,57140,Open,Customs clearance delay,Insurance claim initiated,
RSK000843,SHP012880,3,461,2056,17-11-2025,Warehouse,Equipment Failure,High,Inventory,74014,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,22-11-2025
RSK000844,SHP009068,5,474,4893,06-07-2025,Warehouse,Storage Capacity Full,Low,Inventory,4486,Resolved,Packaging quality issue,Insurance claim initiated,20-07-2025
RSK000845,SHP014128,14,99,4799,25-03-2025,Supplier,Late Delivery,Low,Customer,4796,Resolved,Packaging quality issue,Expedited shipment,27-03-2025
RSK000846,SHP008772,16,111,1990,31-07-2025,Financial,Cost Increase,Medium,Supplier,19061,Resolved,Customs clearance delay,Route optimized,14-08-2025
RSK000847,SHP001500,18,61,4667,20-02-2025,Inventory,Inventory Mismatch,Low,Supplier,1258,Investigating,Heavy rainfall disrupted transport,Increased safety stock,
RSK000848,SHP006393,16,117,1316,01-04-2025,Logistics,Shipment Delay,Medium,Warehouse,19775,Resolved,Vehicle mechanical failure,Additional quality inspection,04-04-2025
RSK000849,SHP005274,8,398,2236,02-12-2025,Supplier,Material Shortage,Medium,Shipment,20015,Resolved,Poor demand forecasting,Emergency procurement completed,10-12-2025
RSK000850,SHP000535,7,136,2618,29-04-2025,Supplier,Supplier Capacity Issue,High,Supplier,44508,Investigating,Poor demand forecasting,Route optimized,
RSK000851,SHP007783,8,204,2384,06-12-2025,Inventory,Inventory Mismatch,Critical,Supplier,331513,Resolved,Poor demand forecasting,Warehouse maintenance completed,17-12-2025
RSK000852,SHP011777,9,479,3175,04-05-2025,Transportation,Fuel Shortage,Low,Supplier,1985,Mitigated,Packaging quality issue,Warehouse maintenance completed,15-05-2025
RSK000853,SHP001488,12,203,2837,03-09-2025,Warehouse,Power Failure,Medium,Inventory,13432,Investigating,Poor demand forecasting,Expedited shipment,
RSK000854,SHP014050,9,77,4420,06-05-2025,Transportation,Traffic Congestion,Low,Shipment,3634,Resolved,Customs clearance delay,Additional quality inspection,08-05-2025
RSK000855,SHP013134,22,370,13,27-01-2025,Logistics,Route Blockage,Medium,Supplier,10586,Investigating,Supplier production delay,Expedited shipment,
RSK000856,SHP014274,25,106,1024,20-03-2025,Warehouse,Equipment Failure,Medium,Shipment,7364,Resolved,Packaging quality issue,Route optimized,27-03-2025
RSK000857,SHP009878,22,376,4733,02-11-2025,Logistics,Wrong Delivery,Low,Inventory,3004,Open,Warehouse power outage,Expedited shipment,
RSK000858,SHP008225,7,475,4623,24-10-2025,Transportation,Vehicle Breakdown,Low,Supplier,1601,Mitigated,Supplier production delay,Emergency procurement completed,28-10-2025
RSK000859,SHP008402,10,122,65,25-02-2025,Supplier,Supplier Capacity Issue,Low,Inventory,2132,Resolved,Vehicle mechanical failure,Additional quality inspection,06-03-2025
RSK000860,SHP009079,21,444,2202,12-10-2025,Warehouse,Power Failure,High,Inventory,74646,Mitigated,Vehicle mechanical failure,Expedited shipment,17-10-2025
RSK000861,SHP010592,8,113,2472,09-10-2025,Financial,Currency Fluctuation,High,Inventory,99157,Resolved,Heavy rainfall disrupted transport,Expedited shipment,15-10-2025
RSK000862,SHP012285,9,202,4121,13-01-2025,Warehouse,Power Failure,High,Shipment,96094,Mitigated,Vehicle mechanical failure,Warehouse maintenance completed,23-01-2025
RSK000863,SHP006872,17,329,2734,12-05-2025,Logistics,Shipment Delay,Low,Customer,865,Mitigated,Packaging quality issue,Emergency procurement completed,24-05-2025
RSK000864,SHP001671,2,437,3212,30-01-2025,Supplier,Late Delivery,Low,Warehouse,2126,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,31-01-2025
RSK000865,SHP013161,8,464,2539,08-12-2025,Warehouse,Storage Capacity Full,Medium,Inventory,18914,Investigating,Customs clearance delay,Expedited shipment,
RSK000866,SHP010361,21,181,1967,22-02-2025,Supplier,Late Delivery,High,Supplier,75306,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,07-03-2025
RSK000867,SHP012144,4,26,3612,22-12-2025,Inventory,Overstock,Medium,Customer,14127,Open,Warehouse power outage,Additional quality inspection,
RSK000868,SHP011086,17,120,709,15-02-2025,Product Quality,Packaging Damage,Medium,Shipment,22909,Mitigated,Poor demand forecasting,Insurance claim initiated,24-02-2025
RSK000869,SHP011553,2,32,844,14-04-2025,Supplier,Late Delivery,Low,Warehouse,1977,Resolved,Poor demand forecasting,Additional quality inspection,24-04-2025
RSK000870,SHP002895,24,149,3523,11-09-2025,Warehouse,Equipment Failure,Low,Inventory,3616,Resolved,Warehouse power outage,Warehouse maintenance completed,17-09-2025
RSK000871,SHP006440,20,119,430,20-03-2025,Warehouse,Storage Capacity Full,Low,Supplier,3140,Open,Warehouse power outage,Expedited shipment,
RSK000872,SHP007667,15,219,693,25-01-2025,Inventory,Inventory Mismatch,Low,Inventory,2370,Investigating,Customs clearance delay,Route optimized,
RSK000873,SHP001672,5,28,3123,25-11-2025,Inventory,Stockout,Low,Shipment,2687,Resolved,Heavy rainfall disrupted transport,Route optimized,07-12-2025
RSK000874,SHP003033,3,193,3973,20-01-2025,Warehouse,Fire Alarm,Medium,Supplier,17655,Resolved,Poor demand forecasting,Route optimized,29-01-2025
RSK000875,SHP011221,15,393,748,24-12-2025,Logistics,Wrong Delivery,Low,Supplier,4598,Resolved,Packaging quality issue,Additional quality inspection,03-01-2026
RSK000876,SHP005919,4,422,3267,28-04-2025,Warehouse,Equipment Failure,Medium,Supplier,13755,Investigating,Vehicle mechanical failure,Insurance claim initiated,
RSK000877,SHP012519,6,447,243,16-08-2025,Supplier,Late Delivery,Low,Customer,4744,Resolved,Incorrect inventory records,Assigned alternate supplier,23-08-2025
RSK000878,SHP001350,22,281,3531,29-05-2025,Supplier,Late Delivery,Medium,Supplier,20460,Resolved,Packaging quality issue,Expedited shipment,01-06-2025
RSK000879,SHP008819,13,339,2755,16-12-2025,Inventory,Inventory Mismatch,Low,Shipment,4401,Resolved,Supplier production delay,Route optimized,20-12-2025
RSK000880,SHP014147,9,235,4250,17-03-2025,Inventory,Inventory Mismatch,Low,Inventory,1027,Resolved,Poor demand forecasting,Route optimized,21-03-2025
RSK000881,SHP005013,16,229,2985,20-07-2025,Logistics,Shipment Delay,Low,Shipment,4366,Open,Vehicle mechanical failure,Increased safety stock,
RSK000882,SHP013391,25,60,1606,22-11-2025,Financial,Cost Increase,Low,Shipment,3982,Resolved,Warehouse power outage,Increased safety stock,29-11-2025
RSK000883,SHP004688,18,413,4889,11-07-2025,Inventory,Inventory Mismatch,Low,Warehouse,3140,Resolved,Supplier production delay,Emergency procurement completed,25-07-2025
RSK000884,SHP002129,16,252,1916,11-05-2025,Warehouse,Storage Capacity Full,Medium,Shipment,9602,Investigating,Vehicle mechanical failure,Expedited shipment,
RSK000885,SHP011697,14,241,2874,19-02-2025,Supplier,Material Shortage,Low,Customer,4890,Resolved,Vehicle mechanical failure,Insurance claim initiated,21-02-2025
RSK000886,SHP013591,19,218,858,29-07-2025,Warehouse,Equipment Failure,Medium,Customer,5341,Resolved,Poor demand forecasting,Expedited shipment,31-07-2025
RSK000887,SHP005260,12,46,1383,14-02-2025,Inventory,Inventory Mismatch,Low,Warehouse,1296,Resolved,Warehouse power outage,Additional quality inspection,28-02-2025
RSK000888,SHP006409,16,452,515,01-11-2025,Inventory,Inventory Mismatch,Low,Warehouse,4614,Resolved,Incorrect inventory records,Assigned alternate supplier,15-11-2025
RSK000889,SHP011324,18,277,3754,31-03-2025,Transportation,Traffic Congestion,Low,Customer,2546,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,06-04-2025
RSK000890,SHP009879,25,408,3331,15-07-2025,Supplier,Supplier Capacity Issue,Low,Shipment,3466,Open,Vehicle mechanical failure,Increased safety stock,
RSK000891,SHP013252,22,178,4442,27-03-2025,Warehouse,Storage Capacity Full,Medium,Inventory,12384,Investigating,Warehouse power outage,Expedited shipment,
RSK000892,SHP010642,17,303,1219,09-12-2025,Inventory,Overstock,Low,Shipment,3076,Resolved,Warehouse power outage,Assigned alternate supplier,22-12-2025
RSK000893,SHP007605,19,195,1918,25-03-2025,Logistics,Wrong Delivery,Medium,Shipment,14938,Resolved,Warehouse power outage,Increased safety stock,07-04-2025
RSK000894,SHP002368,21,336,467,23-09-2025,Inventory,Inventory Mismatch,High,Shipment,61629,Investigating,Warehouse power outage,Insurance claim initiated,
RSK000895,SHP011936,11,187,3773,05-12-2025,Warehouse,Storage Capacity Full,High,Shipment,95832,Mitigated,Supplier production delay,Assigned alternate supplier,06-12-2025
RSK000896,SHP002976,20,207,1334,28-09-2025,Logistics,Wrong Delivery,Medium,Inventory,17628,Resolved,Warehouse power outage,Assigned alternate supplier,03-10-2025
RSK000897,SHP013188,20,437,2362,26-04-2025,Inventory,Overstock,Critical,Shipment,394660,Mitigated,Heavy rainfall disrupted transport,Increased safety stock,03-05-2025
RSK000898,SHP009443,4,291,1518,14-04-2025,Supplier,Late Delivery,Low,Shipment,798,Resolved,Warehouse power outage,Expedited shipment,25-04-2025
RSK000899,SHP010551,8,475,1597,12-02-2025,Logistics,Wrong Delivery,Critical,Warehouse,390902,Resolved,Incorrect inventory records,Emergency procurement completed,20-02-2025
RSK000900,SHP013860,20,327,2698,08-01-2025,Supplier,Supplier Capacity Issue,Medium,Customer,9418,Resolved,Vehicle mechanical failure,Expedited shipment,16-01-2025
RSK000901,SHP010687,10,214,4341,30-04-2025,Supplier,Material Shortage,Low,Warehouse,1672,Resolved,Supplier production delay,Insurance claim initiated,13-05-2025
RSK000902,SHP006020,6,348,3530,11-09-2025,Inventory,Inventory Mismatch,High,Warehouse,43181,Resolved,Incorrect inventory records,Assigned alternate supplier,22-09-2025
RSK000903,SHP009088,5,4,3877,20-06-2025,Logistics,Route Blockage,High,Warehouse,76397,Resolved,Customs clearance delay,Insurance claim initiated,29-06-2025
RSK000904,SHP010773,1,213,740,04-04-2025,Logistics,Lost Shipment,Low,Shipment,1048,Resolved,Packaging quality issue,Warehouse maintenance completed,11-04-2025
RSK000905,SHP003273,16,31,920,04-04-2025,Warehouse,Fire Alarm,Medium,Inventory,15355,Resolved,Incorrect inventory records,Warehouse maintenance completed,14-04-2025
RSK000906,SHP009924,1,72,1440,26-01-2025,Logistics,Lost Shipment,Low,Inventory,4801,Investigating,Incorrect inventory records,Warehouse maintenance completed,
RSK000907,SHP013455,15,298,4894,06-07-2025,Logistics,Shipment Delay,Low,Warehouse,3442,Resolved,Poor demand forecasting,Assigned alternate supplier,08-07-2025
RSK000908,SHP001980,15,333,367,16-05-2025,Supplier,Supplier Capacity Issue,Low,Inventory,1859,Resolved,Customs clearance delay,Additional quality inspection,29-05-2025
RSK000909,SHP000779,14,289,3708,18-09-2025,Inventory,Stockout,Low,Shipment,1951,Resolved,Incorrect inventory records,Assigned alternate supplier,02-10-2025
RSK000910,SHP004003,23,165,4733,06-08-2025,Supplier,Late Delivery,Medium,Shipment,14216,Mitigated,Poor demand forecasting,Expedited shipment,09-08-2025
RSK000911,SHP013859,18,81,2223,05-09-2025,Logistics,Shipment Delay,High,Warehouse,63420,Resolved,Supplier production delay,Expedited shipment,13-09-2025
RSK000912,SHP012435,18,24,3504,08-11-2025,Warehouse,Fire Alarm,Medium,Customer,24689,Resolved,Warehouse power outage,Insurance claim initiated,21-11-2025
RSK000913,SHP013615,16,420,4803,12-07-2025,Supplier,Late Delivery,Low,Inventory,3260,Mitigated,Heavy rainfall disrupted transport,Increased safety stock,25-07-2025
RSK000914,SHP006450,15,93,4933,17-08-2025,Supplier,Material Shortage,Low,Supplier,553,Mitigated,Heavy rainfall disrupted transport,Route optimized,23-08-2025
RSK000915,SHP013037,8,320,2701,02-04-2025,Product Quality,Packaging Damage,Critical,Customer,436723,Resolved,Supplier production delay,Insurance claim initiated,12-04-2025
RSK000916,SHP010628,22,395,190,01-10-2025,Inventory,Overstock,Medium,Shipment,21810,Investigating,Vehicle mechanical failure,Emergency procurement completed,
RSK000917,SHP011759,21,60,1228,06-04-2025,Logistics,Shipment Delay,Medium,Supplier,12999,Investigating,Customs clearance delay,Additional quality inspection,
RSK000918,SHP011518,20,481,2643,09-11-2025,Inventory,Overstock,Low,Inventory,2424,Investigating,Vehicle mechanical failure,Increased safety stock,
RSK000919,SHP002040,11,255,3809,06-10-2025,Inventory,Stockout,Low,Shipment,2007,Resolved,Poor demand forecasting,Route optimized,11-10-2025
RSK000920,SHP009328,11,161,3973,05-11-2025,Logistics,Shipment Delay,Low,Supplier,1277,Resolved,Warehouse power outage,Warehouse maintenance completed,17-11-2025
RSK000921,SHP001263,13,430,343,17-10-2025,Product Quality,Damaged Goods,Low,Warehouse,1104,Resolved,Warehouse power outage,Assigned alternate supplier,30-10-2025
RSK000922,SHP002427,1,454,1357,24-01-2025,Inventory,Stockout,Low,Customer,1670,Mitigated,Warehouse power outage,Additional quality inspection,30-01-2025
RSK000923,SHP008343,2,157,4736,21-08-2025,Warehouse,Fire Alarm,High,Shipment,58109,Resolved,Supplier production delay,Route optimized,24-08-2025
RSK000924,SHP001103,8,198,4034,02-02-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,8267,Resolved,Vehicle mechanical failure,Emergency procurement completed,11-02-2025
RSK000925,SHP000461,11,212,517,04-02-2025,Logistics,Shipment Delay,Critical,Inventory,157499,Resolved,Vehicle mechanical failure,Increased safety stock,11-02-2025
RSK000926,SHP010973,21,379,4357,20-10-2025,Logistics,Lost Shipment,High,Customer,55150,Resolved,Vehicle mechanical failure,Additional quality inspection,22-10-2025
RSK000927,SHP008950,25,17,3221,17-05-2025,Logistics,Lost Shipment,Low,Customer,927,Investigating,Warehouse power outage,Warehouse maintenance completed,
RSK000928,SHP002731,2,237,918,02-07-2025,Logistics,Wrong Delivery,High,Warehouse,86439,Resolved,Incorrect inventory records,Warehouse maintenance completed,12-07-2025
RSK000929,SHP007475,14,348,4414,14-09-2025,Logistics,Wrong Delivery,High,Inventory,60187,Resolved,Supplier production delay,Route optimized,28-09-2025
RSK000930,SHP001450,13,427,1533,26-11-2025,Supplier,Material Shortage,Low,Inventory,971,Investigating,Customs clearance delay,Route optimized,
RSK000931,SHP011598,24,390,4365,09-01-2025,Logistics,Route Blockage,Low,Customer,2972,Investigating,Poor demand forecasting,Warehouse maintenance completed,
RSK000932,SHP013219,5,33,2907,23-10-2025,Inventory,Overstock,Medium,Shipment,6770,Open,Heavy rainfall disrupted transport,Warehouse maintenance completed,
RSK000933,SHP001945,11,448,3190,20-03-2025,Logistics,Route Blockage,Critical,Customer,159007,Investigating,Customs clearance delay,Insurance claim initiated,
RSK000934,SHP007118,1,11,2667,26-12-2025,Product Quality,Manufacturing Defect,High,Inventory,57665,Mitigated,Customs clearance delay,Increased safety stock,01-01-2026
RSK000935,SHP001732,3,13,2974,15-09-2025,Logistics,Shipment Delay,Low,Warehouse,4246,Investigating,Warehouse power outage,Insurance claim initiated,
RSK000936,SHP004773,18,113,4646,11-02-2025,Supplier,Late Delivery,Critical,Shipment,265499,Mitigated,Poor demand forecasting,Expedited shipment,18-02-2025
RSK000937,SHP012082,6,477,3307,28-10-2025,Logistics,Route Blockage,High,Warehouse,49339,Mitigated,Warehouse power outage,Route optimized,29-10-2025
RSK000938,SHP003130,11,61,2977,13-07-2025,Product Quality,Damaged Goods,High,Supplier,90908,Investigating,Supplier production delay,Assigned alternate supplier,
RSK000939,SHP010239,4,72,4216,17-03-2025,Supplier,Material Shortage,Critical,Customer,469718,Open,Packaging quality issue,Assigned alternate supplier,
RSK000940,SHP014540,18,122,4748,19-01-2025,Logistics,Wrong Delivery,Low,Warehouse,1956,Resolved,Vehicle mechanical failure,Assigned alternate supplier,22-01-2025
RSK000941,SHP000136,9,149,1212,20-11-2025,Financial,Cost Increase,Low,Warehouse,3317,Resolved,Poor demand forecasting,Assigned alternate supplier,25-11-2025
RSK000942,SHP004268,21,190,2338,29-09-2025,Product Quality,Manufacturing Defect,High,Warehouse,93421,Resolved,Vehicle mechanical failure,Expedited shipment,08-10-2025
RSK000943,SHP005731,21,378,589,07-04-2025,Inventory,Inventory Mismatch,Low,Warehouse,2344,Resolved,Incorrect inventory records,Emergency procurement completed,16-04-2025
RSK000944,SHP000672,18,410,2624,02-09-2025,Product Quality,Packaging Damage,Low,Shipment,2130,Resolved,Packaging quality issue,Insurance claim initiated,05-09-2025
RSK000945,SHP013464,14,253,312,09-01-2025,Warehouse,Fire Alarm,Low,Warehouse,4542,Resolved,Vehicle mechanical failure,Assigned alternate supplier,14-01-2025
RSK000946,SHP001502,25,24,4243,22-11-2025,Inventory,Overstock,Medium,Inventory,16759,Mitigated,Heavy rainfall disrupted transport,Expedited shipment,24-11-2025
RSK000947,SHP005013,3,81,3261,21-10-2025,Product Quality,Packaging Damage,Low,Supplier,964,Mitigated,Packaging quality issue,Insurance claim initiated,30-10-2025
RSK000948,SHP009263,17,313,924,30-06-2025,Supplier,Late Delivery,High,Supplier,32488,Mitigated,Customs clearance delay,Insurance claim initiated,04-07-2025
RSK000949,SHP003766,21,208,1140,06-06-2025,Warehouse,Fire Alarm,Low,Warehouse,2292,Mitigated,Packaging quality issue,Insurance claim initiated,12-06-2025
RSK000950,SHP013700,21,32,885,30-10-2025,Product Quality,Packaging Damage,Low,Supplier,1002,Open,Supplier production delay,Route optimized,
RSK000951,SHP004490,17,60,2574,29-10-2025,Logistics,Shipment Delay,Critical,Shipment,492004,Mitigated,Incorrect inventory records,Assigned alternate supplier,31-10-2025
RSK000952,SHP006739,2,488,2711,25-04-2025,Transportation,Traffic Congestion,High,Supplier,98524,Resolved,Warehouse power outage,Assigned alternate supplier,30-04-2025
RSK000953,SHP011081,19,214,4528,20-02-2025,Weather,Cyclone,High,Customer,45760,Resolved,Poor demand forecasting,Warehouse maintenance completed,03-03-2025
RSK000954,SHP006909,23,212,740,12-04-2025,Inventory,Overstock,Medium,Inventory,9627,Mitigated,Heavy rainfall disrupted transport,Increased safety stock,25-04-2025
RSK000955,SHP003725,24,86,3707,21-12-2025,Inventory,Stockout,Medium,Warehouse,8830,Investigating,Packaging quality issue,Increased safety stock,
RSK000956,SHP009713,9,286,2796,06-07-2025,Logistics,Wrong Delivery,Medium,Warehouse,21426,Resolved,Supplier production delay,Assigned alternate supplier,11-07-2025
RSK000957,SHP003150,22,447,1108,29-08-2025,Logistics,Route Blockage,High,Supplier,86392,Resolved,Supplier production delay,Warehouse maintenance completed,09-09-2025
RSK000958,SHP013106,19,394,3493,16-01-2025,Logistics,Wrong Delivery,High,Inventory,37851,Resolved,Vehicle mechanical failure,Assigned alternate supplier,22-01-2025
RSK000959,SHP007569,2,91,364,30-09-2025,Supplier,Material Shortage,Low,Customer,574,Resolved,Poor demand forecasting,Assigned alternate supplier,02-10-2025
RSK000960,SHP007510,7,409,1689,15-05-2025,Warehouse,Power Failure,Low,Warehouse,3473,Resolved,Packaging quality issue,Route optimized,16-05-2025
RSK000961,SHP006017,20,345,1724,08-01-2025,Warehouse,Fire Alarm,High,Supplier,61661,Resolved,Customs clearance delay,Increased safety stock,11-01-2025
RSK000962,SHP000997,17,107,1678,21-07-2025,Logistics,Shipment Delay,Medium,Shipment,11214,Mitigated,Poor demand forecasting,Assigned alternate supplier,27-07-2025
RSK000963,SHP014470,22,3,1456,26-11-2025,Inventory,Overstock,Medium,Customer,13473,Resolved,Heavy rainfall disrupted transport,Expedited shipment,09-12-2025
RSK000964,SHP008762,10,30,1941,05-09-2025,Product Quality,Damaged Goods,High,Warehouse,28297,Resolved,Heavy rainfall disrupted transport,Increased safety stock,15-09-2025
RSK000965,SHP012343,5,44,967,11-01-2025,Supplier,Late Delivery,Low,Warehouse,1902,Investigating,Vehicle mechanical failure,Insurance claim initiated,
RSK000966,SHP012977,12,498,837,08-02-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,18115,Resolved,Packaging quality issue,Insurance claim initiated,09-02-2025
RSK000967,SHP009165,9,37,399,22-01-2025,Transportation,Vehicle Breakdown,High,Shipment,34681,Resolved,Heavy rainfall disrupted transport,Expedited shipment,02-02-2025
RSK000968,SHP007160,4,148,978,14-02-2025,Inventory,Inventory Mismatch,High,Inventory,70799,Resolved,Heavy rainfall disrupted transport,Increased safety stock,24-02-2025
RSK000969,SHP007928,16,123,3514,31-12-2025,Inventory,Stockout,Low,Warehouse,1517,Resolved,Warehouse power outage,Expedited shipment,06-01-2026
RSK000970,SHP000922,8,314,2490,17-01-2025,Logistics,Route Blockage,Low,Supplier,1098,Mitigated,Vehicle mechanical failure,Assigned alternate supplier,18-01-2025
RSK000971,SHP003604,5,104,3899,18-02-2025,Weather,Heavy Rain,Medium,Supplier,19572,Resolved,Customs clearance delay,Expedited shipment,26-02-2025
RSK000972,SHP002483,21,451,1031,26-11-2025,Supplier,Late Delivery,Low,Warehouse,3744,Investigating,Packaging quality issue,Expedited shipment,
RSK000973,SHP007420,4,186,810,26-06-2025,Warehouse,Fire Alarm,Low,Supplier,2891,Investigating,Heavy rainfall disrupted transport,Increased safety stock,
RSK000974,SHP004591,6,294,3136,27-06-2025,Supplier,Supplier Capacity Issue,Low,Shipment,1849,Investigating,Packaging quality issue,Increased safety stock,
RSK000975,SHP011357,6,125,2452,01-11-2025,Financial,Currency Fluctuation,Critical,Customer,425447,Resolved,Supplier production delay,Expedited shipment,14-11-2025
RSK000976,SHP009359,14,44,4168,15-01-2025,Financial,Cost Increase,High,Warehouse,26023,Resolved,Packaging quality issue,Warehouse maintenance completed,27-01-2025
RSK000977,SHP010612,24,335,3105,05-12-2025,Transportation,Traffic Congestion,Low,Inventory,3024,Resolved,Customs clearance delay,Insurance claim initiated,13-12-2025
RSK000978,SHP008614,21,345,3202,19-06-2025,Transportation,Fuel Shortage,High,Inventory,61619,Open,Customs clearance delay,Assigned alternate supplier,
RSK000979,SHP012592,15,389,243,03-09-2025,Warehouse,Equipment Failure,Low,Customer,3889,Investigating,Packaging quality issue,Emergency procurement completed,
RSK000980,SHP003368,17,5,4991,06-08-2025,Logistics,Wrong Delivery,Medium,Warehouse,17493,Mitigated,Vehicle mechanical failure,Insurance claim initiated,12-08-2025
RSK000981,SHP009851,25,374,28,29-05-2025,Supplier,Material Shortage,Medium,Shipment,20312,Resolved,Supplier production delay,Route optimized,03-06-2025
RSK000982,SHP010371,6,443,388,13-12-2025,Inventory,Overstock,Medium,Customer,22589,Resolved,Poor demand forecasting,Additional quality inspection,25-12-2025
RSK000983,SHP001980,11,320,605,04-06-2025,Weather,Heavy Rain,Medium,Customer,23724,Resolved,Supplier production delay,Assigned alternate supplier,16-06-2025
RSK000984,SHP001860,10,99,4898,05-05-2025,Weather,Flood,Low,Warehouse,1898,Resolved,Supplier production delay,Expedited shipment,17-05-2025
RSK000985,SHP007175,11,37,4209,07-01-2025,Supplier,Material Shortage,High,Warehouse,54831,Mitigated,Packaging quality issue,Emergency procurement completed,09-01-2025
RSK000986,SHP012429,18,316,1431,04-09-2025,Weather,Heavy Rain,Medium,Inventory,7883,Resolved,Customs clearance delay,Emergency procurement completed,06-09-2025
RSK000987,SHP001619,19,205,611,10-08-2025,Product Quality,Manufacturing Defect,Low,Warehouse,1979,Resolved,Vehicle mechanical failure,Insurance claim initiated,17-08-2025
RSK000988,SHP011633,22,250,2187,07-10-2025,Supplier,Material Shortage,Medium,Supplier,10590,Resolved,Incorrect inventory records,Increased safety stock,20-10-2025
RSK000989,SHP000137,25,149,2035,19-12-2025,Supplier,Late Delivery,Low,Customer,4153,Resolved,Incorrect inventory records,Increased safety stock,31-12-2025
RSK000990,SHP013966,10,291,1866,23-12-2025,Inventory,Inventory Mismatch,High,Customer,98109,Mitigated,Customs clearance delay,Expedited shipment,26-12-2025
RSK000991,SHP005859,12,274,4547,14-11-2025,Weather,Flood,Critical,Warehouse,181847,Resolved,Customs clearance delay,Emergency procurement completed,26-11-2025
RSK000992,SHP002730,1,143,4244,23-01-2025,Product Quality,Manufacturing Defect,Medium,Supplier,11259,Mitigated,Packaging quality issue,Additional quality inspection,03-02-2025
RSK000993,SHP014559,6,302,2498,07-07-2025,Logistics,Shipment Delay,Low,Shipment,3435,Resolved,Incorrect inventory records,Additional quality inspection,13-07-2025
RSK000994,SHP002776,19,197,26,30-06-2025,Transportation,Traffic Congestion,Medium,Customer,6762,Resolved,Warehouse power outage,Increased safety stock,10-07-2025
RSK000995,SHP005397,2,224,2367,11-04-2025,Supplier,Material Shortage,Low,Warehouse,737,Investigating,Heavy rainfall disrupted transport,Insurance claim initiated,
RSK000996,SHP009863,23,80,4188,10-02-2025,Logistics,Lost Shipment,High,Inventory,39156,Resolved,Incorrect inventory records,Warehouse maintenance completed,20-02-2025
RSK000997,SHP010479,21,47,2752,05-01-2025,Inventory,Inventory Mismatch,Low,Customer,3536,Investigating,Incorrect inventory records,Increased safety stock,
RSK000998,SHP010198,23,423,4420,17-09-2025,Logistics,Route Blockage,Low,Supplier,3958,Resolved,Supplier production delay,Emergency procurement completed,30-09-2025
RSK000999,SHP011759,16,395,2928,30-05-2025,Inventory,Stockout,Medium,Customer,22446,Resolved,Packaging quality issue,Route optimized,08-06-2025
RSK001000,SHP013814,10,272,555,10-10-2025,Product Quality,Manufacturing Defect,Low,Shipment,910,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,23-10-2025
RSK001001,SHP011620,21,462,3989,10-11-2025,Product Quality,Damaged Goods,Low,Inventory,4769,Resolved,Packaging quality issue,Expedited shipment,21-11-2025
RSK001002,SHP007195,8,401,2700,18-11-2025,Logistics,Lost Shipment,High,Customer,26341,Mitigated,Vehicle mechanical failure,Emergency procurement completed,27-11-2025
RSK001003,SHP012506,3,482,3331,20-02-2025,Logistics,Wrong Delivery,Low,Shipment,4180,Mitigated,Warehouse power outage,Emergency procurement completed,23-02-2025
RSK001004,SHP009152,23,151,2700,22-09-2025,Warehouse,Fire Alarm,Low,Supplier,856,Resolved,Customs clearance delay,Route optimized,25-09-2025
RSK001005,SHP002848,21,485,4496,12-06-2025,Logistics,Wrong Delivery,Medium,Warehouse,11025,Investigating,Customs clearance delay,Increased safety stock,
RSK001006,SHP010028,9,348,245,18-12-2025,Supplier,Material Shortage,Low,Customer,3881,Resolved,Customs clearance delay,Increased safety stock,30-12-2025
RSK001007,SHP000008,2,86,1552,21-10-2025,Logistics,Wrong Delivery,Low,Shipment,4961,Mitigated,Poor demand forecasting,Warehouse maintenance completed,28-10-2025
